calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,solar_radiation,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure,cloud_cover
2016-10-29,12.9,19.4,6.9,1.5,3.4,,,,2.6,11.8,915.1,81,,
2016-10-30,6.2,7.2,5.0,4.0,0.0,,,,2.2,9.1,925.3,96,,
2016-10-31,9.5,17.5,2.7,,6.9,,,,1.7,9.6,924.3,83,,
2016-11-01,10.4,17.1,6.9,9.0,4.3,,,,1.5,10.6,918.1,85,,
2016-11-02,6.4,9.5,4.9,0.0,1.2,,,,2.1,7.7,922.4,81,,
2016-11-03,7.5,14.9,2.2,0.0,7.6,,,,2.1,6.7,914.9,69,,
2016-11-04,7.9,15.0,0.1,,8.9,,,,1.5,7.3,916.2,71,,
2016-11-05,9.3,18.3,2.3,,9.6,,,,2.0,9.4,914.8,82,,
2016-11-06,10.7,18.3,3.2,,9.9,,,,2.3,8.1,918.9,64,,
2016-11-07,5.5,10.7,0.1,,6.1,,,,2.5,6.8,924.1,76,,
2016-11-08,8.1,15.5,0.0,3.0,3.9,,,,1.7,8.9,916.9,83,,
2016-11-09,6.0,10.6,0.9,0.0,8.7,,,,3.1,5.2,915.9,56,,
2016-11-10,4.0,9.9,-0.5,1.0,0.6,,,,1.8,5.6,921.9,69,,
2016-11-11,7.0,9.6,2.6,31.5,0.1,,,,1.9,9.8,918.0,97,,
2016-11-12,9.5,16.1,5.1,,7.0,,,,1.4,9.8,922.9,85,,
2016-11-13,9.8,17.7,3.3,,8.2,,,,1.5,10.0,924.8,85,,
2016-11-14,9.6,13.7,6.1,5.0,0.0,,,,1.1,11.3,922.2,94,,
2016-11-15,12.7,19.3,7.7,1.0,1.8,,,,1.6,11.8,911.8,81,,
2016-11-16,8.0,14.1,3.6,,5.1,,,,2.1,8.6,917.3,80,,
2016-11-17,7.1,16.1,1.2,,6.3,,,,1.5,8.0,920.2,82,,
2016-11-18,6.0,13.7,-1.1,,8.5,,,,1.6,7.8,924.0,84,,
2016-11-19,9.5,14.4,5.5,11.5,0.8,,,,1.7,11.6,916.2,96,,
2016-11-20,10.4,18.4,5.1,,7.1,,,,1.4,,917.5,,,
2016-11-21,8.6,11.7,5.9,1.5,0.0,,,,1.3,,920.9,,,
2016-11-22,12.6,20.6,8.5,1.0,8.5,,,,1.3,12.2,912.0,86,,
2016-11-23,5.8,9.2,1.0,1.0,0.1,,,,2.1,8.7,915.1,94,,
2016-11-24,-1.3,1.0,-3.6,28.5,0.5,,22,22,2.4,5.4,916.3,97,,
2016-11-25,-0.6,5.4,-6.3,,7.4,,18,,1.1,5.2,919.9,90,,
2016-11-26,1.4,6.2,-3.4,0.0,3.1,,10,,1.2,,924.0,,,
2016-11-27,6.6,12.0,1.9,26.5,1.6,,,,1.6,,915.0,,,
2016-11-28,7.2,10.2,4.6,4.5,4.9,,,,2.6,,913.5,,,
2016-11-29,4.8,10.2,0.2,,8.2,,,,2.4,4.4,922.2,52,,
2016-11-30,2.2,7.5,-3.2,0.0,5.1,,,,1.7,5.6,928.0,78,,
2016-12-01,8.5,15.2,3.1,3.5,5.1,,,,2.4,9.7,918.3,87,,
2016-12-02,6.8,14.9,-0.5,,8.9,,,,2.3,5.3,920.3,57,,
2016-12-03,4.9,13.0,-0.8,,7.0,,,,1.4,7.1,924.7,84,,
2016-12-04,6.6,14.6,-0.9,4.5,6.7,,,,1.8,7.3,919.7,78,,
2016-12-05,9.8,15.8,5.2,2.0,8.1,,,,2.0,10.3,912.2,87,,
2016-12-06,6.4,11.7,-0.6,0.0,8.2,,,,2.9,5.6,911.6,60,,
2016-12-07,1.9,8.5,-2.5,,6.3,,,,2.1,5.1,915.3,75,,
2016-12-08,2.5,9.6,-3.5,,8.3,,,,1.7,4.7,915.8,68,,
2016-12-09,5.5,11.4,-1.9,,8.6,,,,2.9,5.5,911.5,62,,
2016-12-10,3.3,8.5,-1.2,,9.0,,,,2.4,3.6,913.6,48,,
2016-12-11,1.2,6.7,-4.5,,9.1,,,,2.8,2.6,917.9,41,,
2016-12-12,1.4,9.0,-4.8,,7.9,,,,2.0,3.8,922.9,56,,
2016-12-13,6.5,12.3,-2.3,10.0,2.8,,,,2.6,8.5,916.0,85,,
2016-12-14,5.3,9.2,0.5,23.5,2.9,,,,2.7,6.1,903.4,66,,
2016-12-15,-0.2,5.7,-4.7,,6.2,,,,1.6,3.5,910.6,59,,
2016-12-16,-0.7,4.8,-4.7,,9.1,,,,2.7,3.1,910.9,56,,
2016-12-17,0.2,7.9,-7.6,,9.3,,,,2.2,3.2,919.6,53,,
2016-12-18,1.7,10.8,-4.9,,9.2,,,,1.4,4.9,925.3,73,,
2016-12-19,2.7,12.4,-3.4,,8.8,,,,1.5,5.2,924.2,74,,
2016-12-20,3.3,12.9,-2.8,,5.8,,,,1.3,5.7,924.5,78,,
2016-12-21,3.7,14.6,-3.4,,7.3,,,,1.4,5.8,928.9,77,,
2016-12-22,9.4,15.8,-0.7,41.5,0.3,,,,3.2,10.8,917.1,87,,
2016-12-23,9.3,15.7,2.7,0.5,9.0,,,,3.3,7.3,903.7,59,,
2016-12-24,2.2,7.2,-2.7,,8.7,,,,2.1,3.7,918.2,54,,
2016-12-25,0.7,7.8,-3.4,,6.4,,,,1.2,4.8,926.6,76,,
2016-12-26,3.7,10.5,-3.8,,2.0,,,,1.8,5.7,922.1,72,,
2016-12-27,9.2,14.4,2.3,19.0,1.4,,,,3.2,9.6,904.0,79,,
2016-12-28,0.0,4.1,-4.5,,9.2,,,,2.6,2.9,916.6,50,,
2016-12-29,1.6,8.8,-5.4,,7.2,,,,2.6,4.3,915.8,64,,
2016-12-30,0.9,6.7,-3.6,,8.9,,,,2.1,3.2,920.0,53,,
2016-12-31,0.3,9.9,-5.9,,9.3,,,,1.5,4.2,921.2,73,,
2017-01-01,0.6,10.0,-5.0,,9.3,,,,1.5,4.1,921.5,69,,
2017-01-02,0.8,9.8,-4.8,,7.6,,,,1.5,4.1,916.5,67,,
2017-01-03,1.9,8.5,-3.4,,9.3,,,,2.2,3.9,913.8,58,,
2017-01-04,2.5,9.8,-4.4,,9.1,,,,2.6,3.8,913.2,57,,
2017-01-05,0.9,5.8,-2.5,,9.3,,,,3.0,2.2,916.0,35,,
2017-01-06,-1.2,6.2,-5.7,,8.4,,,,1.9,2.8,920.5,52,,
2017-01-07,-0.6,9.5,-7.8,,8.9,,,,1.6,3.8,918.9,69,,
2017-01-08,-1.3,2.3,-5.4,31.5,0.0,,42,42,1.9,4.9,912.3,87,,
2017-01-09,2.1,7.5,-2.3,2.5,5.2,,43,1,1.5,5.8,903.1,84,,
2017-01-10,1.5,8.3,-4.2,,9.4,,25,,1.8,4.0,909.1,61,,
2017-01-11,-0.9,5.2,-6.7,,9.4,,21,,1.9,2.8,909.0,52,,
2017-01-12,-2.2,4.4,-8.8,,9.4,,20,,2.2,2.9,905.2,59,,
2017-01-13,-2.0,4.9,-7.1,,8.2,,19,,2.1,3.3,901.6,65,,
2017-01-14,-4.1,-1.3,-6.5,,1.1,,17,,2.7,2.5,900.2,54,,
2017-01-15,-6.0,-2.1,-11.0,,7.7,,16,,3.5,1.7,906.0,43,,
2017-01-16,-4.9,0.3,-13.3,,8.7,,16,,3.7,2.1,909.6,52,,
2017-01-17,-1.1,4.3,-6.4,,9.5,,15,,2.4,2.8,919.9,53,,
2017-01-18,-1.8,6.0,-9.8,,9.3,,13,,1.4,3.7,923.1,71,,
2017-01-19,0.7,6.9,-4.6,,5.6,,12,,1.5,4.2,916.2,67,,
2017-01-20,-1.2,2.5,-3.9,0.5,3.4,,13,2,1.8,4.7,907.8,85,,
2017-01-21,0.1,4.6,-4.5,0.0,9.6,,13,,3.5,3.3,913.3,55,,
2017-01-22,0.5,6.6,-4.6,,9.5,,12,,3.0,3.2,910.9,53,,
2017-01-23,-2.8,0.8,-5.9,,7.8,,11,,3.9,1.7,910.0,36,,
2017-01-24,-5.4,0.3,-12.8,,9.5,,10,,3.0,1.5,916.1,39,,
2017-01-25,-2.9,3.0,-8.3,,9.8,,10,,2.6,1.8,921.8,38,,
2017-01-26,-3.1,5.2,-11.4,,9.8,,10,,1.3,2.7,923.8,58,,
2017-01-27,2.8,10.9,-6.1,,6.4,,8,,3.0,3.4,918.2,50,,
2017-01-28,0.9,9.6,-6.0,,9.3,,5,,1.4,3.8,921.4,63,,
2017-01-29,2.2,9.4,-3.2,0.0,8.4,,2,,1.5,5.3,918.6,76,,
2017-01-30,7.2,14.6,1.1,0.0,6.2,,,,3.6,6.5,905.1,64,,
2017-01-31,1.4,6.6,-3.2,,9.6,,,,2.5,3.3,916.2,48,,
2017-02-01,1.9,8.1,-3.7,0.0,7.4,,,,3.2,4.1,911.5,60,,
2017-02-02,-0.9,3.3,-4.3,,10.0,,,,4.9,1.8,910.7,32,,
2017-02-03,2.1,8.8,-3.7,,10.0,,,,4.1,2.4,913.7,36,,
2017-02-04,0.9,11.8,-6.5,,10.0,,,,1.7,3.5,916.9,59,,
2017-02-05,2.0,7.4,-4.4,3.5,2.1,,,,1.7,6.4,910.4,89,,
2017-02-06,3.7,8.0,-0.7,0.0,7.1,,,,4.2,4.5,901.2,54,,
2017-02-07,-0.6,3.7,-4.3,,9.4,,,,4.6,1.7,909.1,30,,
2017-02-08,0.2,6.7,-5.6,,9.3,,,,2.0,3.1,911.0,50,,
2017-02-09,-1.8,-0.1,-3.6,4.5,0.0,,7,8,1.8,4.8,902.2,90,,
2017-02-10,-2.7,3.0,-7.8,0.5,5.4,,7,2,2.0,3.6,898.1,74,,
2017-02-11,-3.9,2.0,-11.8,,6.2,,3,,3.0,2.1,906.3,49,,
2017-02-12,-0.5,4.1,-4.1,,8.9,,1,,3.9,2.0,913.4,35,,
2017-02-13,-0.6,5.3,-6.2,,9.3,,,,2.3,2.4,918.8,43,,
2017-02-14,-1.8,4.8,-7.9,,7.2,,,,1.8,2.8,919.9,54,,
2017-02-15,-0.5,7.8,-7.4,,10.3,,,,1.6,2.8,922.2,52,,
2017-02-16,1.2,11.1,-7.1,,10.2,,,,1.7,4.3,921.7,68,,
2017-02-17,7.4,14.1,-2.2,0.5,5.6,,,,3.3,7.0,913.4,66,,
2017-02-18,1.5,6.6,-3.5,,0.8,,,,1.7,5.2,910.2,76,,
2017-02-19,0.5,7.9,-3.8,0.0,10.4,,,,2.8,2.7,912.7,46,,
2017-02-20,6.2,13.0,-3.7,10.5,5.9,,,,4.5,6.4,903.9,63,,
2017-02-21,0.3,4.3,-3.4,,10.5,,,,4.3,2.0,914.2,33,,
2017-02-22,1.8,8.6,-6.0,0.0,9.6,,,,2.5,4.3,920.0,60,,
2017-02-23,9.5,17.0,3.2,20.0,3.2,,,,3.8,8.6,903.3,72,,
2017-02-24,2.5,8.6,-0.3,0.5,6.9,,,,3.4,3.8,910.2,54,,
2017-02-25,1.1,7.1,-2.8,,8.5,,,,1.6,4.6,914.5,72,,
2017-02-26,1.3,8.6,-5.2,,6.2,,,,1.7,4.3,916.4,67,,
2017-02-27,1.1,6.2,-2.7,0.0,4.4,,,,1.9,4.7,920.7,72,,
2017-02-28,0.1,6.7,-3.0,,3.6,,,,2.5,4.8,921.4,80,,
2017-03-01,0.7,8.5,-5.7,8.5,7.6,,1,1,1.5,5.2,918.3,82,,
2017-03-02,0.9,2.6,-1.0,4.5,0.0,,1,,0.8,6.4,907.0,98,,
2017-03-03,3.6,10.4,-2.4,,10.6,,,,2.4,4.2,909.6,57,,
2017-03-04,2.8,10.8,-2.9,,8.8,,,,2.1,5.1,916.0,69,,
2017-03-05,4.2,12.5,-3.8,,8.7,,,,1.8,5.2,913.9,66,,
2017-03-06,4.4,8.5,1.1,0.5,0.7,,,,1.7,5.8,905.2,69,,
2017-03-07,0.9,8.5,-5.7,0.0,5.1,,,,3.0,3.6,902.1,54,,
2017-03-08,-1.3,6.7,-8.4,,8.5,,,,1.9,2.4,904.2,48,,
2017-03-09,0.4,8.5,-6.8,,9.3,,,,1.8,2.8,905.4,49,,
2017-03-10,1.4,8.4,-5.1,,10.1,,,,2.4,2.9,909.2,47,,
2017-03-11,1.6,9.4,-3.1,,8.3,,,,2.0,3.5,916.6,52,,
2017-03-12,2.2,8.5,-4.8,0.0,5.2,,,,1.8,4.9,919.8,70,,
2017-03-13,3.8,8.7,0.7,0.0,1.4,,,,1.8,6.5,916.1,83,,
2017-03-14,2.9,4.8,0.3,4.0,0.0,,,,1.7,7.2,907.6,95,,
2017-03-15,2.0,8.0,-1.4,2.0,5.2,,1,1,2.2,4.9,906.1,71,,
2017-03-16,3.5,10.2,-1.6,0.0,7.3,,,,2.5,4.4,913.7,57,,
2017-03-17,1.9,9.6,-3.6,1.0,5.3,,,,1.6,5.0,916.4,74,,
2017-03-18,2.5,10.3,-4.7,,7.2,,,,1.6,4.7,919.4,68,,
2017-03-19,4.6,13.4,-3.4,,11.0,,,,2.1,4.4,919.1,57,,
2017-03-20,6.0,14.5,-1.6,,9.2,,,,2.1,4.2,919.9,50,,
2017-03-21,2.0,5.2,0.3,25.0,0.0,,,,1.3,6.4,907.9,91,,
2017-03-22,3.8,9.8,-1.3,,11.0,,,,3.3,3.8,911.0,50,,
2017-03-23,2.5,9.3,-3.5,,3.6,,,,1.4,4.8,914.7,68,,
2017-03-24,2.5,9.3,-2.7,,9.9,,,,2.2,4.2,913.8,61,,
2017-03-25,2.0,8.3,-3.3,0.0,4.8,,,,1.9,4.2,917.4,59,,
2017-03-26,0.4,2.1,-0.7,17.5,0.0,,7,15,2.0,6.0,915.7,95,,
2017-03-27,1.8,6.8,-2.4,10.5,4.3,,19,12,1.8,5.2,909.1,76,,
2017-03-28,1.9,8.7,-3.7,0.0,7.0,,1,,1.8,4.9,916.6,71,,
2017-03-29,2.4,8.9,-3.5,,7.2,,,,1.9,5.3,920.2,75,,
2017-03-30,6.1,16.0,-3.0,,10.9,,,,1.9,5.8,917.5,68,,
2017-03-31,2.4,7.6,-0.6,9.0,0.0,,1,1,2.0,5.6,915.5,79,,
2017-04-01,0.4,2.2,-0.7,3.0,0.0,,3,3,2.6,5.8,911.7,92,,
2017-04-02,2.9,8.9,-0.3,0.0,6.0,,,,2.1,6.3,912.3,85,,
2017-04-03,4.8,12.1,0.4,0.0,6.0,,,,2.4,5.7,915.1,70,,
2017-04-04,6.8,14.4,-1.0,,10.7,,,,2.3,5.7,922.6,60,,
2017-04-05,8.9,17.9,1.3,,8.3,,,,2.1,7.9,926.1,72,,
2017-04-06,9.8,15.7,2.6,0.0,5.7,,,,3.9,9.2,922.8,77,,
2017-04-07,13.8,19.2,11.2,0.0,3.6,,,,3.3,12.5,917.3,79,,
2017-04-08,14.3,19.7,11.0,2.0,0.1,,,,2.0,14.4,914.1,89,,
2017-04-09,13.2,20.0,7.7,0.5,0.5,,,,2.4,13.6,909.2,89,,
2017-04-10,6.6,13.2,0.6,0.0,3.2,,,,2.7,6.7,918.4,70,,
2017-04-11,4.1,6.4,0.3,45.5,0.0,,,,1.5,7.6,908.0,92,,
2017-04-12,11.2,17.5,5.7,0.5,6.9,,,,3.0,8.2,903.8,64,,
2017-04-13,7.7,14.9,1.4,,10.5,,,,2.6,5.3,913.3,52,,
2017-04-14,10.0,19.7,-1.3,,11.6,,,,2.4,6.0,917.6,53,,
2017-04-15,12.3,20.0,6.5,0.0,8.3,,,,3.2,7.4,916.1,53,,
2017-04-16,13.3,22.7,2.5,0.0,11.0,,,,2.2,6.2,917.1,47,,
2017-04-17,12.4,21.5,7.2,17.0,2.5,,,,2.2,8.8,914.5,65,,
2017-04-18,16.9,23.6,9.2,31.0,10.0,,,,3.4,12.2,897.3,65,,
2017-04-19,11.3,18.9,5.8,0.0,10.5,,,,4.4,6.1,902.9,48,,
2017-04-20,10.5,17.2,2.8,,10.2,,,,2.3,6.7,912.6,54,,
2017-04-21,10.0,14.9,6.1,0.0,1.3,,,,1.3,9.3,909.6,77,,
2017-04-22,8.8,15.9,4.9,3.0,2.2,,,,2.0,8.8,909.0,79,,
2017-04-23,8.7,16.6,4.2,0.0,8.1,,,,2.3,7.7,916.7,72,,
2017-04-24,9.8,16.6,5.6,0.0,8.1,,,,2.5,8.7,925.5,73,,
2017-04-25,10.6,17.6,5.7,,10.5,,,,2.1,8.4,925.2,68,,
2017-04-26,11.5,16.9,7.6,0.0,2.6,,,,3.2,9.3,915.8,70,,
2017-04-27,10.6,15.4,8.0,0.5,1.3,,,,2.2,9.4,906.7,75,,
2017-04-28,9.5,17.3,3.1,,7.9,,,,2.1,7.3,908.2,65,,
2017-04-29,10.3,19.1,1.2,0.0,10.6,,,,2.4,6.9,908.4,60,,
2017-04-30,12.5,22.3,2.0,,12.2,,,,2.3,7.7,912.5,57,,
2017-05-01,12.5,22.8,5.7,0.0,7.9,,,,2.2,9.3,914.5,67,,
2017-05-02,11.3,19.6,4.0,,12.1,,,,2.0,7.5,922.9,60,,
2017-05-03,11.6,20.2,4.1,,7.9,,,,1.8,9.2,927.0,70,,
2017-05-04,12.4,20.3,7.5,,6.3,,,,2.0,9.6,924.2,71,,
2017-05-05,14.6,24.1,5.5,,12.3,,,,1.8,10.2,918.2,67,,
2017-05-06,17.3,25.5,8.5,0.0,11.1,,,,2.4,14.4,913.8,76,,
2017-05-07,16.5,23.2,9.1,,3.5,,,,2.0,9.7,910.3,54,,
2017-05-08,17.3,26.6,4.8,,12.4,,,,2.6,6.1,912.2,37,,
2017-05-09,14.4,18.7,8.5,0.5,0.0,,,,1.8,9.2,919.2,56,,
2017-05-10,11.8,13.8,10.0,8.0,0.0,,,,1.4,12.9,914.2,93,,
2017-05-11,16.7,24.0,9.5,0.0,9.4,,,,2.4,10.6,911.8,60,,
2017-05-12,16.7,25.2,7.4,0.0,8.6,,,,2.1,11.1,916.7,62,,
2017-05-13,12.3,14.4,11.3,20.5,0.0,,,,1.6,13.4,912.0,94,,
2017-05-14,13.7,18.1,11.0,0.0,0.7,,,,1.8,13.8,912.9,89,,
2017-05-15,14.5,21.1,9.7,0.0,7.1,,,,2.5,12.9,912.3,80,,
2017-05-16,13.4,19.1,9.3,,3.3,,,,2.2,11.9,910.8,78,,
2017-05-17,12.8,17.4,10.5,1.0,3.0,,,,1.9,12.2,911.9,84,,
2017-05-18,12.6,17.4,9.7,7.0,3.0,,,,1.6,12.6,916.6,87,,
2017-05-19,15.1,23.1,8.4,,9.6,,,,2.0,12.2,918.7,75,,
2017-05-20,18.1,27.5,9.6,,11.9,,,,1.6,12.7,918.9,66,,
2017-05-21,19.8,28.5,11.4,,12.3,,,,1.8,13.7,919.5,63,,
2017-05-22,19.0,28.2,12.5,,12.2,,,,2.3,15.7,918.2,74,,
2017-05-23,18.3,26.0,13.3,,11.4,,,,2.5,15.1,915.2,74,,
2017-05-24,16.5,21.3,11.6,0.0,2.3,,,,2.0,13.8,912.7,74,,
2017-05-25,14.5,17.6,13.3,6.0,0.0,,,,1.2,15.4,910.4,94,,
2017-05-26,14.2,15.5,13.1,14.5,0.0,,,,1.7,16.0,908.3,98,,
2017-05-27,16.9,23.1,11.7,0.5,12.8,,,,2.6,14.2,909.9,76,,
2017-05-28,15.7,22.3,11.9,0.0,3.4,,,,2.2,13.9,914.1,80,,
2017-05-29,16.8,25.8,10.2,,11.5,,,,1.7,13.8,915.9,75,,
2017-05-30,20.1,30.0,11.1,,11.1,,,,1.9,15.0,914.1,69,,
2017-05-31,19.2,26.7,15.2,,4.4,,,,1.8,16.7,911.0,76,,
