calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,solar_radiation,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure,cloud_cover
2016-12-16,-0.5,4.7,-4.3,0.0,5.1,,,,0.7,,,,,
2016-12-17,-0.7,3.7,-4.7,0.0,0.3,,,,0.2,,,,,
2016-12-18,1.8,10.7,-3.4,0.0,7.7,,,,0.2,,,,,
2016-12-19,3.7,12.6,-0.8,0.0,7.3,,,,0.3,,,,,
2016-12-20,4.0,10.0,-0.1,0.0,0.2,,,,0.1,,,,,
2016-12-21,4.7,14.2,-0.9,0.0,6.8,,,,0.2,,,,,
2016-12-22,10.8,16.2,1.6,75.5,0.0,,,,1.1,,,,,
2016-12-23,6.8,11.5,3.0,2.0,1.7,,,,0.5,,,,,
2016-12-24,1.8,7.2,-1.9,0.0,7.8,,,,0.7,,,,,
2016-12-25,1.7,10.3,-1.8,0.0,5.6,,,,0.3,,,,,
2016-12-26,3.7,8.0,-1.8,5.0,2.4,,,,0.2,,,,,
2016-12-27,7.7,12.5,1.5,32.5,0.5,,,,0.9,,,,,
2016-12-28,0.0,4.3,-3.6,0.0,7.7,,,,0.8,,,,,
2016-12-29,1.3,5.6,-2.9,0.0,4.9,,,,0.3,,,,,
2016-12-30,-0.2,5.1,-4.4,0.0,7.8,,,,0.7,,,,,
2016-12-31,-0.1,8.5,-5.5,0.0,7.8,,,,0.3,,,,,
2017-01-01,1.4,10.2,-3.0,0.0,7.8,,,,0.4,,,,,
2017-01-02,2.3,10.0,-3.1,0.0,6.9,,,,0.3,,,,,
2017-01-03,2.6,9.3,-2.3,0.0,5.5,,,,0.5,,,,,
2017-01-04,2.1,8.7,-2.9,0.0,2.4,,,,0.6,,,,,
2017-01-05,1.6,5.7,-1.5,0.0,7.5,,,,1.3,,,,,
2017-01-06,0.1,7.9,-3.9,0.0,5.2,,,,0.3,,,,,
2017-01-07,0.5,10.0,-4.9,0.0,7.9,,,,0.2,,,,,
2017-01-08,0.8,4.1,-2.8,20.0,0.0,,,,0.2,,,,,
2017-01-09,3.5,9.8,-1.1,0.5,6.0,,,,0.4,,,,,
2017-01-10,1.7,7.6,-2.4,0.0,4.7,,,,0.4,,,,,
2017-01-11,0.0,5.5,-3.7,0.0,3.2,,,,0.4,,,,,
2017-01-12,-0.1,3.2,-2.1,0.5,0.3,,,,0.2,,,,,
2017-01-13,-0.2,2.1,-2.0,3.0,0.5,,,,,,,,,
2017-01-14,-3.0,-0.2,-6.4,3.5,2.3,,,,0.5,,,,,
2017-01-15,-4.6,0.0,-7.5,1.5,3.0,,,,0.3,,,,,
2017-01-16,-2.8,1.6,-5.2,2.0,2.4,,,,,,,,,
2017-01-17,-2.3,2.9,-6.9,0.0,4.9,,,,0.4,,,,,
2017-01-18,-1.1,5.5,-7.2,0.0,7.9,,,,0.2,,,,,
2017-01-19,0.7,6.8,-3.6,0.0,6.9,,,,0.4,,,,,
2017-01-20,0.2,4.4,-3.4,1.5,0.5,,,,0.3,,,,,
2017-01-21,0.2,4.7,-2.7,2.0,7.6,,,,,,,,,
2017-01-22,-0.3,4.0,-3.9,0.0,2.1,,,,0.3,,,,,
2017-01-23,-2.4,1.8,-6.9,0.0,5.1,,,,0.6,,,,,
2017-01-24,-4.2,2.1,-9.3,0.0,6.2,,,,0.5,,,,,
2017-01-25,-3.3,3.9,-9.4,0.0,6.9,,,,0.6,,,,,
2017-01-26,-2.3,7.2,-9.0,0.0,8.2,,,,0.3,,,,,
2017-01-27,1.4,8.8,-4.5,0.0,1.2,,,,0.4,,,,,
2017-01-28,0.8,9.8,-4.4,0.0,8.3,,,,0.2,,,,,
2017-01-29,3.3,11.9,-2.7,5.5,5.9,,,,0.4,,,,,
2017-01-30,4.2,8.2,0.1,1.5,1.0,,,,0.5,,,,,
2017-01-31,-0.2,4.8,-3.9,0.0,8.4,,,,0.8,,,,,
2017-02-01,0.1,7.3,-5.1,0.0,4.4,,,,0.5,,,,,
2017-02-02,-0.4,4.3,-3.4,0.0,6.2,,,,0.9,,,,,
2017-02-03,0.8,6.7,-3.6,0.0,8.4,,,,0.9,,,,,
2017-02-04,0.8,11.3,-6.3,0.0,8.5,,,,0.3,,,,,
2017-02-05,1.0,4.1,-3.0,15.5,0.0,,,,0.3,,,,,
2017-02-06,2.3,6.0,-1.0,2.5,1.3,,,,0.7,,,,,
2017-02-07,-0.5,2.9,-2.3,0.0,6.1,,,,1.3,,,,,
2017-02-08,-0.3,5.9,-4.9,0.0,8.3,,,,0.5,,,,,
2017-02-09,0.0,1.4,-1.1,3.0,0.0,,,,,,,,,
2017-02-10,-0.9,3.7,-4.4,1.5,4.3,,,,,,,,,
2017-02-11,-4.0,-0.7,-7.0,2.0,0.3,,,,0.3,,,,,
2017-02-12,-2.8,2.5,-8.6,0.0,6.4,,,,0.5,,,,,
2017-02-13,-2.3,5.1,-8.1,0.0,6.4,,,,0.4,,,,,
2017-02-14,-2.0,5.2,-7.3,0.0,5.2,,,,0.4,,,,,
2017-02-15,-0.9,6.8,-6.9,0.0,8.7,,,,0.5,,,,,
2017-02-16,1.2,11.7,-5.8,0.0,8.8,,,,0.2,,,,,
2017-02-17,3.4,7.7,-1.7,11.5,0.0,,,,0.3,,,,,
2017-02-18,1.8,8.0,-1.7,0.0,1.6,,,,0.4,,,,,
2017-02-19,1.0,6.9,-2.2,0.0,8.7,,,,0.9,,,,,
2017-02-20,3.8,8.4,-0.7,20.5,0.0,,,,0.7,,,,,
2017-02-21,-0.5,3.4,-3.9,0.0,6.4,,,,1.1,,,,,
2017-02-22,1.7,10.6,-6.2,2.0,7.1,,,,0.4,,,,,
2017-02-23,7.2,11.4,2.1,57.5,0.6,,,,0.8,,,,,
2017-02-24,1.1,6.0,-3.6,0.0,8.7,,,,1.0,,,,,
2017-02-25,0.5,8.2,-5.0,0.0,7.7,,,,0.4,,,,,
2017-02-26,2.6,10.5,-2.1,0.0,8.1,,,,0.4,,,,,
2017-02-27,2.4,10.3,-3.7,0.0,8.8,,,,0.5,,,,,
2017-02-28,1.8,10.2,-3.1,0.0,6.2,,,,0.3,,,,,
2017-03-01,2.8,11.4,-3.6,2.5,6.4,,,,0.4,,,,,
2017-03-02,3.6,6.5,1.8,3.0,0.0,,,,0.2,,,,,
2017-03-03,2.2,8.0,-3.2,0.0,4.9,,,,0.6,,,,,
2017-03-04,2.7,13.1,-4.4,0.0,8.1,,,,0.3,,,,,
2017-03-05,5.1,14.2,-2.5,0.0,7.1,,,,0.3,,,,,
2017-03-06,5.6,9.8,0.3,0.0,0.3,,,,0.3,,,,,
2017-03-07,0.4,7.0,-3.1,0.0,4.4,,,,0.6,,,,,
2017-03-08,-0.7,4.6,-4.2,0.5,2.6,,,,0.3,,,,,
2017-03-09,0.9,5.7,-1.9,0.0,1.9,,,,,,,,,
2017-03-10,0.8,7.5,-3.0,1.5,2.1,,,,0.4,,,,,
2017-03-11,1.3,9.1,-4.1,0.0,10.0,,,,0.7,,,,,
2017-03-12,3.1,12.0,-4.3,0.0,9.7,,,,0.3,,,,,
2017-03-13,5.1,11.6,0.1,0.0,2.0,,,,0.3,,,,,
2017-03-14,5.4,12.8,-1.7,0.0,6.5,,,,0.7,,,,,
2017-03-15,2.5,10.7,-3.5,0.0,6.8,,,,0.7,,,,,
2017-03-16,3.2,11.5,-3.1,0.0,10.1,,,,0.7,,,,,
2017-03-17,3.0,11.3,-4.2,0.0,10.2,,,,0.7,,,,,
2017-03-18,4.3,12.5,-3.2,0.0,6.2,,,,0.4,,,,,
2017-03-19,5.2,14.5,-2.4,0.0,8.4,,,,0.6,,,,,
2017-03-20,,,,,,,,,,,,,,
2017-03-21,4.6,8.1,0.9,32.5,0.0,,,,0.4,,,,,
2017-03-22,3.7,9.4,-1.4,0.0,9.8,,,,1.3,,,,,
2017-03-23,3.6,11.5,-2.1,0.0,4.3,,,,0.7,,,,,
2017-03-24,2.1,7.9,-2.3,0.0,10.2,,,,1.2,,,,,
2017-03-25,2.9,11.4,-4.1,0.0,4.8,,,,0.4,,,,,
2017-03-26,3.8,7.0,0.8,21.0,0.0,,,,0.1,,,,,
2017-03-27,3.7,9.7,-1.5,3.5,6.8,,,,0.8,,,,,
2017-03-28,3.6,11.8,-3.0,0.0,8.3,,,,0.5,,,,,
2017-03-29,4.3,12.5,-2.2,0.0,9.0,,,,0.4,,,,,
2017-03-30,7.2,15.3,0.8,0.0,5.6,,,,0.4,,,,,
2017-03-31,3.7,8.6,-0.3,6.0,0.0,,,,0.4,,,,,
2017-04-01,4.3,7.3,2.1,2.0,0.2,,,,0.1,,,,,
2017-04-02,4.7,13.8,-1.0,0.0,6.2,,,,0.5,,,,,
2017-04-03,4.0,13.5,-2.4,3.5,7.3,,,,0.5,,,,,
2017-04-04,6.6,17.3,-1.3,0.0,10.9,,,,0.4,,,,,
2017-04-05,9.0,16.7,0.8,0.0,7.6,,,,0.4,,,,,
2017-04-06,10.7,17.2,5.7,18.0,1.2,,,,0.9,,,,,
2017-04-07,13.6,15.6,11.8,47.0,0.0,,,,0.4,,,,,
2017-04-08,15.0,17.7,12.6,11.5,0.0,,,,0.2,,,,,
2017-04-09,12.6,18.1,6.0,7.5,3.3,,,,0.7,,,,,
2017-04-10,8.6,14.8,3.9,0.0,1.3,,,,0.3,,,,,
2017-04-11,7.2,8.6,5.6,28.0,0.0,,,,0.2,,,,,
2017-04-12,9.3,15.3,2.9,0.0,9.4,,,,1.0,,,,,
2017-04-13,6.2,14.6,-1.3,0.0,8.5,,,,0.5,,,,,
2017-04-14,9.5,19.5,0.5,0.0,10.5,,,,0.4,,,,,
2017-04-15,9.4,14.7,5.2,5.0,1.2,,,,0.3,,,,,
2017-04-16,12.9,21.6,6.3,0.0,9.0,,,,0.3,,,,,
2017-04-17,13.7,22.3,7.6,59.0,3.3,,,,1.6,,,,,
2017-04-18,13.5,18.3,6.2,30.0,7.3,,,,0.9,,,,,
2017-04-19,8.5,13.2,3.4,3.5,2.5,,,,0.7,,,,,
2017-04-20,9.9,17.1,0.9,0.0,6.6,,,,0.3,,,,,
2017-04-21,10.5,17.3,6.8,0.0,1.2,,,,0.2,,,,,
2017-04-22,10.5,18.7,3.7,0.0,8.5,,,,0.6,,,,,
2017-04-23,9.7,19.5,0.6,0.0,11.4,,,,0.5,,,,,
2017-04-24,11.2,17.9,3.7,0.0,4.4,,,,0.4,,,,,
2017-04-25,12.5,18.0,8.0,0.0,4.0,,,,0.4,,,,,
2017-04-26,11.2,13.0,9.7,23.5,0.0,,,,0.5,,,,,
2017-04-27,10.2,15.9,3.4,1.0,4.3,,,,0.6,,,,,
2017-04-28,9.0,18.5,0.1,0.0,10.3,,,,0.5,,,,,
2017-04-29,9.8,18.8,3.7,0.5,7.0,,,,0.5,,,,,
2017-04-30,12.4,22.2,2.2,0.0,11.4,,,,0.4,,,,,
2017-05-01,11.2,18.5,4.7,5.5,2.7,,,,0.4,,,,,
2017-05-02,11.4,21.1,1.7,0.0,11.4,,,,0.4,,,,,
2017-05-03,14.0,20.2,9.2,0.0,6.4,,,,0.4,,,,,
2017-05-04,14.3,22.0,7.9,0.0,6.3,,,,0.5,,,,,
2017-05-05,17.0,24.6,10.0,0.0,10.4,,,,0.4,,,,,
2017-05-06,15.3,18.8,11.3,2.5,0.0,,,,0.2,,,,,
2017-05-07,13.5,19.9,7.9,0.0,7.1,,,,0.6,,,,,
2017-05-08,15.3,24.6,5.7,0.0,11.4,,,,0.5,,,,,
2017-05-09,14.4,20.5,8.7,3.0,0.0,,,,0.2,,,,,
2017-05-10,13.6,17.1,11.2,15.5,0.0,,,,0.2,,,,,
2017-05-11,14.9,20.1,12.0,0.5,2.6,,,,0.3,,,,,
2017-05-12,17.2,25.7,9.9,0.0,6.6,,,,0.4,,,,,
2017-05-13,14.3,16.4,12.3,20.0,0.0,,,,0.3,,,,,
2017-05-14,17.1,22.8,12.3,0.0,8.4,,,,0.3,,,,,
2017-05-15,15.9,22.8,11.1,0.5,1.9,,,,0.5,,,,,
2017-05-16,13.7,20.1,8.2,0.0,5.5,,,,0.4,,,,,
2017-05-17,14.0,20.6,8.9,0.0,5.5,,,,0.3,,,,,
2017-05-18,16.3,23.7,10.3,0.0,9.3,,,,0.4,,,,,
2017-05-19,16.6,25.5,8.1,0.0,12.1,,,,0.4,,,,,
2017-05-20,19.0,28.4,9.2,0.0,12.1,,,,0.3,,,,,
2017-05-21,20.8,29.5,12.8,0.0,11.3,,,,0.4,,,,,
2017-05-22,19.5,27.2,12.6,0.0,11.5,,,,0.4,,,,,
2017-05-23,18.6,26.0,11.7,0.0,11.2,,,,0.5,,,,,
2017-05-24,17.3,21.0,14.1,1.5,0.0,,,,0.2,,,,,
2017-05-25,16.6,20.0,15.3,22.5,0.0,,,,0.4,,,,,
2017-05-26,16.1,19.0,12.1,28.5,0.1,,,,0.2,,,,,
2017-05-27,14.2,20.9,8.5,0.0,11.7,,,,0.5,,,,,
2017-05-28,15.5,24.9,6.6,0.0,12.2,,,,0.4,,,,,
2017-05-29,17.6,26.4,9.0,0.0,12.2,,,,0.3,,,,,
2017-05-30,20.2,30.2,11.1,0.0,10.0,,,,0.3,,,,,
2017-05-31,20.1,26.9,15.1,0.0,3.9,,,,0.3,,,,,
