calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,solar_radiation,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure,cloud_cover
2016-10-06,25.0,30.9,20.9,0.0,7.3,,,,1.3,25.6,998.6,82,1016.4,
2016-10-07,22.9,26.3,19.8,0.0,3.6,,,,3.0,22.7,1001.3,81,1019.2,
2016-10-08,25.5,30.3,21.7,0.5,5.2,,,,2.5,26.1,995.3,81,1013.0,
2016-10-09,21.3,24.8,18.6,37.0,0.0,,,,2.4,23.3,993.2,91,1011.1,
2016-10-10,20.3,26.1,16.0,,8.8,,,,1.9,18.1,996.0,77,1014.1,
2016-10-11,19.8,24.9,14.5,0.0,4.2,,,,1.6,18.3,997.5,79,1015.6,
2016-10-12,20.7,26.3,17.0,0.0,1.4,,,,2.3,15.6,998.8,66,1016.9,
2016-10-13,18.9,23.5,14.5,0.0,1.2,,,,2.4,14.1,1001.0,65,1019.3,
2016-10-14,17.6,19.2,16.3,0.0,0.0,,,,2.8,13.3,1003.5,66,1021.9,
2016-10-15,18.1,20.0,16.6,24.0,0.0,,,,3.7,16.2,1004.4,78,1022.8,
2016-10-16,20.6,23.8,17.8,7.0,0.1,,,,2.4,22.8,1001.8,94,1019.9,
2016-10-17,23.6,29.7,19.4,3.5,2.9,,,,1.4,25.5,997.8,88,1015.7,
2016-10-18,24.3,29.7,21.8,0.0,4.9,,,,1.2,24.8,998.4,83,1016.2,
2016-10-19,22.8,26.6,20.8,0.0,0.0,,,,0.9,23.9,997.6,87,1015.5,
2016-10-20,21.5,25.7,19.1,0.5,0.3,,,,1.2,21.4,997.7,84,1015.7,
2016-10-21,19.0,22.2,16.9,8.0,0.2,,,,2.0,19.9,998.9,90,1017.1,
2016-10-22,19.0,20.0,17.8,77.0,0.0,,,,1.7,21.8,993.6,99,1011.6,
2016-10-23,18.8,20.1,16.6,23.0,0.0,,,,2.7,20.2,990.3,92,1008.3,
2016-10-24,18.7,25.3,14.8,,10.4,,,,1.7,16.0,996.0,77,1014.2,
2016-10-25,20.0,27.3,13.1,0.0,6.8,,,,1.4,18.9,997.5,81,1015.6,
2016-10-26,22.7,28.5,17.6,0.0,6.1,,,,1.5,22.4,998.4,82,1016.3,
2016-10-27,20.6,24.0,18.7,2.5,0.4,,,,2.1,19.6,1000.7,81,1018.8,
2016-10-28,20.7,24.1,17.7,34.0,0.0,,,,1.9,22.9,996.1,93,1014.2,
2016-10-29,20.4,25.3,15.6,0.0,9.4,,,,1.7,17.3,999.3,73,1017.4,
2016-10-30,17.2,23.2,12.0,,9.9,,,,1.8,13.5,1005.9,71,1024.3,
2016-10-31,16.7,20.1,11.9,12.0,1.0,,,,1.7,16.2,1003.7,84,1022.1,
2016-11-01,16.1,21.0,11.0,4.0,9.2,,,,1.9,13.2,1002.8,73,1021.2,
2016-11-02,14.0,20.8,9.6,,9.2,,,,1.5,11.5,1003.8,73,1022.4,
2016-11-03,12.8,19.9,8.3,,10.1,,,,1.7,8.8,1002.3,63,1021.0,
2016-11-04,11.9,20.4,5.0,,10.0,,,,1.3,10.0,1000.0,74,1018.7,
2016-11-05,14.2,22.0,8.1,,8.9,,,,1.2,11.8,997.8,75,1016.3,
2016-11-06,15.4,22.9,7.8,,9.8,,,,2.1,12.1,1001.3,72,1019.8,
2016-11-07,14.7,21.2,9.0,,9.9,,,,1.5,12.8,1003.1,78,1021.7,
2016-11-08,16.9,22.2,12.5,0.0,1.4,,,,1.3,15.1,999.3,79,1017.6,
2016-11-09,15.4,19.7,12.1,0.0,9.3,,,,2.8,9.8,1002.1,57,1020.6,
2016-11-10,12.1,14.9,10.8,8.0,0.3,,,,3.0,11.5,1000.9,81,1019.6,
2016-11-11,13.8,19.9,9.0,,7.3,,,,1.4,12.0,1000.2,78,1018.7,
2016-11-12,13.4,21.2,6.3,,7.3,,,,1.2,12.1,1005.0,80,1023.8,
2016-11-13,16.4,23.5,9.5,0.0,4.3,,,,1.6,15.3,1004.4,82,1022.9,
2016-11-14,18.0,19.9,16.8,26.5,0.0,,,,1.1,19.3,998.6,94,1016.8,
2016-11-15,19.1,23.9,13.2,0.0,3.9,,,,1.3,18.6,995.7,84,1013.8,
2016-11-16,15.1,22.0,9.5,,8.1,,,,1.1,14.2,1000.8,84,1019.3,
2016-11-17,15.4,21.6,11.1,0.5,4.0,,,,1.5,14.1,1002.8,82,1021.4,
2016-11-18,15.0,16.4,13.9,11.0,0.0,,,,1.4,16.3,1001.9,96,1020.4,
2016-11-19,19.0,25.1,13.3,2.0,2.2,,,,1.6,19.7,997.4,90,1015.6,
2016-11-20,17.6,20.7,14.7,0.0,0.0,,,,0.9,19.1,999.6,95,1017.9,
2016-11-21,17.7,18.9,16.6,21.0,0.0,,,,2.6,18.0,996.5,89,1014.7,
2016-11-22,17.3,23.6,13.3,,7.5,,,,1.4,16.6,996.4,85,1014.7,
2016-11-23,14.0,17.0,11.7,0.0,1.8,,,,1.5,12.2,998.9,77,1017.4,
2016-11-24,9.5,12.8,3.1,0.5,3.0,,,,2.4,8.8,1000.6,73,1019.5,
2016-11-25,7.4,15.5,0.7,,9.3,,,,1.2,6.9,1004.8,71,1023.9,
2016-11-26,12.0,18.3,4.5,2.0,5.1,,,,1.4,11.5,1003.4,81,1022.2,
2016-11-27,14.7,17.6,12.3,34.0,0.0,,,,1.3,16.0,995.9,95,1014.4,
2016-11-28,10.4,15.6,5.4,,9.3,,,,1.5,8.6,1003.1,70,1022.0,
2016-11-29,8.5,16.8,1.9,,9.3,,,,1.1,8.3,1009.1,78,1028.2,
2016-11-30,12.0,19.2,4.9,3.5,5.5,,,,1.2,11.0,1008.1,80,1026.9,
2016-12-01,13.8,18.5,9.6,0.5,4.0,,,,1.5,12.3,1004.9,79,1023.6,
2016-12-02,10.3,18.1,4.7,,8.0,,,,1.2,9.6,1007.8,78,1026.7,
2016-12-03,10.4,19.5,2.9,,7.9,,,,1.1,10.2,1007.0,83,1026.0,
2016-12-04,13.9,19.3,9.5,1.5,0.3,,,,1.4,13.8,1000.6,87,1019.2,
2016-12-05,13.5,18.3,9.0,,3.3,,,,1.2,11.7,999.2,77,1017.8,
2016-12-06,11.6,15.7,4.9,,6.3,,,,1.7,8.9,1001.5,67,1020.2,
2016-12-07,8.0,15.6,1.9,,9.4,,,,1.2,7.8,1002.5,76,1021.5,
2016-12-08,8.7,16.2,2.5,,7.2,,,,1.0,8.2,1001.0,75,1020.0,
2016-12-09,10.7,19.0,4.2,,6.7,,,,1.4,9.8,998.4,78,1017.2,
2016-12-10,8.3,16.0,2.5,,8.3,,,,1.1,7.3,1001.6,71,1020.6,
2016-12-11,7.2,16.3,0.7,,9.4,,,,1.3,6.3,1004.7,67,1023.8,
2016-12-12,9.2,16.2,1.8,0.0,2.6,,,,1.4,9.5,1005.0,80,1024.0,
2016-12-13,13.1,15.7,10.9,34.5,0.0,,,,1.2,14.8,994.1,98,1012.6,
2016-12-14,10.8,14.6,6.3,0.0,5.7,,,,2.3,9.8,993.9,76,1012.6,
2016-12-15,7.9,12.1,5.6,0.0,4.9,,,,2.3,7.3,998.8,69,1017.8,
2016-12-16,5.2,10.1,0.3,,9.4,,,,2.1,4.7,1004.1,55,1023.4,
2016-12-17,4.8,14.5,-2.4,,9.4,,,,1.0,6.0,1010.1,73,1029.5,
2016-12-18,7.4,17.5,-0.8,,8.3,,,,1.1,8.1,1011.4,79,1030.7,
2016-12-19,10.6,19.5,3.4,,8.8,,,,1.2,10.3,1007.7,82,1026.6,
2016-12-20,13.6,21.0,9.2,0.0,3.2,,,,0.9,13.3,1006.3,86,1025.0,
2016-12-21,15.2,19.4,11.2,0.0,1.3,,,,1.8,15.3,1007.0,89,1025.6,
2016-12-22,16.0,19.6,12.4,21.5,0.0,,,,2.8,16.4,996.1,89,1014.4,
2016-12-23,9.7,12.6,5.5,0.0,4.7,,,,2.8,8.3,998.9,69,1017.7,
2016-12-24,7.3,13.1,1.8,,9.1,,,,1.3,6.9,1006.5,69,1025.7,
2016-12-25,10.1,17.0,4.2,,8.5,,,,1.9,9.5,1008.8,77,1027.8,
2016-12-26,14.5,20.1,9.4,0.0,2.5,,,,1.8,13.7,1001.7,83,1020.3,
2016-12-27,11.4,18.5,4.6,0.5,0.6,,,,3.1,10.8,996.1,74,1014.8,
2016-12-28,6.2,12.2,1.1,,9.2,,,,1.6,5.9,1005.2,64,1024.4,
2016-12-29,6.4,11.4,3.0,0.0,4.5,,,,2.0,6.6,1006.0,69,1025.2,
2016-12-30,4.4,12.7,-1.9,,9.4,,,,1.2,5.5,1009.6,70,1029.0,
2016-12-31,5.5,14.7,-1.6,,9.4,,,,1.1,6.1,1009.1,72,1028.5,
2017-01-01,6.3,16.1,-0.7,,9.4,,,,1.0,6.6,1008.3,73,1027.5,
2017-01-02,10.0,19.0,2.8,0.0,6.2,,,,1.4,9.1,1003.3,75,1022.3,
2017-01-03,9.7,17.9,3.9,,9.5,,,,1.3,7.6,1002.8,68,1021.7,
2017-01-04,7.7,18.5,-0.8,,9.3,,,,0.8,6.4,1002.1,67,1021.2,
2017-01-05,8.0,13.2,3.1,,0.2,,,,1.7,7.6,1002.9,71,1021.9,
2017-01-06,7.1,11.1,4.2,6.5,0.9,,,,2.1,8.4,1004.0,84,1023.1,
2017-01-07,9.1,15.2,2.5,4.5,3.4,,,,2.1,10.4,1000.3,89,1019.2,
2017-01-08,12.8,18.9,9.0,15.5,4.4,,,,2.0,13.2,989.0,90,1007.5,
2017-01-09,9.8,14.5,3.9,0.0,8.7,,,,2.4,8.7,994.2,73,1012.9,
2017-01-10,5.8,13.1,0.8,,2.8,,,,1.7,7.0,1000.1,77,1019.3,
2017-01-11,5.3,11.8,0.4,,7.0,,,,1.6,6.0,1001.5,70,1020.7,
2017-01-12,5.9,9.7,3.2,0.0,0.2,,,,1.6,5.6,998.9,60,1018.0,
2017-01-13,6.8,10.8,3.5,0.0,9.0,,,,2.3,6.1,995.2,64,1014.2,
2017-01-14,4.9,9.3,0.9,,9.5,,,,2.7,4.4,998.2,52,1017.4,
2017-01-15,2.4,8.1,-1.8,,9.7,,,,2.4,3.4,1002.3,49,1021.8,
2017-01-16,2.4,10.6,-4.3,,9.3,,,,1.8,3.8,1004.4,57,1023.9,
2017-01-17,4.4,12.3,-3.3,,9.5,,,,1.5,4.9,1009.7,63,1029.2,
2017-01-18,6.6,8.6,3.9,5.5,0.0,,,,1.4,8.8,1007.9,90,1027.2,
2017-01-19,8.9,13.9,5.9,0.0,2.2,,,,1.3,9.6,1001.2,86,1020.2,
2017-01-20,6.5,11.0,1.7,0.0,4.7,,,,3.0,7.1,998.4,71,1017.5,
2017-01-21,4.2,10.3,-1.8,,9.7,,,,1.4,4.8,1006.2,61,1025.6,
2017-01-22,4.2,9.9,-0.1,0.0,1.7,,,,2.1,6.0,1003.8,73,1023.2,
2017-01-23,2.4,6.6,-1.8,,6.9,,,,2.3,4.2,1006.2,58,1025.7,
2017-01-24,1.4,8.1,-4.2,,7.7,,,,2.2,4.0,1010.1,62,1029.8,
2017-01-25,1.6,10.2,-5.2,,9.6,,,,0.9,3.7,1011.6,60,1031.3,
2017-01-26,3.4,13.4,-4.6,,9.9,,,,1.1,4.4,1009.7,62,1029.3,
2017-01-27,5.9,16.6,-1.9,0.0,3.1,,,,1.2,7.0,1007.0,75,1026.3,
2017-01-28,8.0,16.8,0.3,,9.4,,,,1.2,6.3,1006.1,65,1025.2,
2017-01-29,10.7,18.5,5.7,2.5,0.4,,,,1.2,11.6,1001.3,87,1020.1,
2017-01-30,11.6,18.5,2.2,5.0,5.5,,,,3.0,10.7,998.3,73,1017.0,
2017-01-31,6.0,14.0,-1.4,,9.9,,,,1.2,6.0,1005.0,67,1024.2,
2017-02-01,7.3,12.4,1.8,,4.1,,,,2.0,6.7,1003.2,66,1022.3,
2017-02-02,4.6,14.0,-2.1,,10.0,,,,1.5,4.4,1006.0,57,1025.3,
2017-02-03,5.7,16.0,-3.3,,9.3,,,,1.1,3.9,1005.2,50,1024.4,
2017-02-04,8.2,14.1,2.9,0.0,0.3,,,,0.9,6.0,1002.3,57,1021.3,
2017-02-05,10.5,14.7,6.7,14.5,0.3,,,,2.0,10.7,994.2,82,1012.9,
2017-02-06,8.1,13.7,2.7,,10.1,,,,3.1,5.6,996.5,53,1015.4,
2017-02-07,6.2,14.4,-0.4,,9.2,,,,1.6,5.3,1001.8,59,1020.9,
2017-02-08,7.3,16.2,-0.5,0.0,8.1,,,,1.2,5.5,997.7,60,1016.6,
2017-02-09,5.3,8.8,1.2,0.5,4.6,,,,3.3,6.3,991.1,70,1010.1,
2017-02-10,1.9,6.2,-0.8,0.0,7.7,,,,2.3,4.6,995.5,67,1014.8,
2017-02-11,2.2,7.7,-2.5,,7.9,,,,2.2,4.4,1001.5,63,1021.0,
2017-02-12,2.9,10.3,-2.7,,8.2,,,,1.9,4.4,1006.8,61,1026.3,
2017-02-13,4.1,13.1,-3.9,,10.4,,,,1.6,4.4,1009.7,58,1029.2,
2017-02-14,4.8,13.1,-2.2,0.0,6.8,,,,1.8,5.3,1010.5,64,1029.9,
2017-02-15,5.8,15.4,-2.1,,10.3,,,,1.3,5.3,1010.8,63,1030.2,
2017-02-16,8.8,19.1,-1.6,,9.3,,,,1.4,7.2,1007.0,67,1026.1,
2017-02-17,13.8,20.8,7.3,1.0,1.3,,,,1.9,12.8,1000.9,81,1019.5,
2017-02-18,9.4,15.6,4.2,,9.9,,,,3.0,6.2,1001.0,54,1019.9,
2017-02-19,7.4,15.7,-0.5,,10.5,,,,2.0,4.8,1002.4,50,1021.5,
2017-02-20,11.8,19.1,4.0,7.5,0.1,,,,2.9,11.4,994.4,78,1013.0,
2017-02-21,7.7,15.2,1.4,,10.5,,,,1.6,6.1,1005.9,61,1025.0,
2017-02-22,8.0,17.6,2.1,9.0,0.0,,,,1.6,9.7,1001.1,87,1020.1,
2017-02-23,10.4,17.5,6.0,17.5,2.1,,,,3.0,10.1,993.5,77,1012.2,
2017-02-24,6.3,12.5,2.0,,3.6,,,,1.4,6.3,1000.8,68,1019.9,
2017-02-25,5.9,14.4,-0.8,,10.6,,,,1.4,5.5,1002.5,64,1021.7,
2017-02-26,6.2,11.3,1.8,,0.0,,,,1.0,6.0,1003.2,65,1022.4,
2017-02-27,7.4,15.5,0.3,,9.4,,,,1.3,6.3,1004.0,65,1023.1,
2017-02-28,8.2,16.6,1.0,,10.5,,,,1.3,6.5,1004.4,66,1023.5,
2017-03-01,6.8,11.1,3.0,1.5,0.0,,,,1.1,8.3,999.6,84,1018.7,
2017-03-02,7.7,13.7,3.5,4.0,5.7,,,,2.6,7.6,994.1,73,1013.0,
2017-03-03,7.7,16.2,0.1,,10.7,,,,1.3,6.6,999.7,66,1018.7,
2017-03-04,9.6,18.7,2.0,,10.6,,,,1.4,7.3,1000.0,65,1018.8,
2017-03-05,7.6,10.4,4.0,19.0,0.0,,,,1.1,9.7,997.4,91,1016.4,
2017-03-06,9.9,15.3,4.9,1.5,5.1,,,,1.9,9.0,991.7,75,1010.4,
2017-03-07,6.8,12.2,1.6,0.0,8.4,,,,2.4,5.7,995.1,60,1014.0,
2017-03-08,6.1,11.2,3.8,0.0,5.9,,,,2.9,5.5,996.0,59,1015.1,
2017-03-09,7.1,13.1,3.3,0.0,7.3,,,,2.7,6.1,996.8,62,1015.8,
2017-03-10,9.3,16.2,3.0,,6.3,,,,2.4,5.7,999.2,51,1018.1,
2017-03-11,9.1,17.9,0.8,,11.0,,,,1.4,6.1,1002.6,58,1021.5,
2017-03-12,10.6,19.2,2.2,0.0,9.2,,,,1.5,7.9,1002.1,65,1020.9,
2017-03-13,9.9,11.2,9.1,26.0,0.0,,,,2.8,11.1,995.8,90,1014.6,
2017-03-14,10.8,17.9,6.3,5.0,8.4,,,,2.4,8.7,993.5,70,1012.2,
2017-03-15,8.5,15.2,3.2,,11.3,,,,2.2,6.0,999.2,58,1018.1,
2017-03-16,8.0,14.1,1.1,,3.2,,,,1.4,7.0,1001.2,66,1020.2,
2017-03-17,10.7,18.6,4.2,,11.0,,,,1.6,6.9,1002.5,58,1021.4,
2017-03-18,10.4,16.6,4.2,0.0,1.3,,,,1.4,8.9,1004.4,71,1023.3,
2017-03-19,12.9,18.8,9.9,0.0,4.9,,,,3.2,8.6,1004.1,60,1022.8,
2017-03-20,11.3,13.0,9.8,43.0,0.0,,,,2.9,10.8,999.5,80,1018.2,
2017-03-21,12.6,17.6,6.6,7.0,6.0,,,,2.4,11.1,992.2,77,1010.7,
2017-03-22,10.3,17.8,3.6,,8.6,,,,1.7,8.5,1000.0,70,1018.8,
2017-03-23,8.5,10.5,7.5,9.5,0.0,,,,2.6,10.1,999.4,91,1018.3,
2017-03-24,9.7,15.4,4.4,,4.4,,,,2.3,8.7,1000.2,75,1019.0,
2017-03-25,8.3,9.6,6.0,14.0,0.0,,,,2.6,9.8,999.2,90,1018.1,
2017-03-26,10.2,16.9,7.1,0.5,3.9,,,,2.2,9.4,997.3,78,1016.1,
2017-03-27,8.9,13.7,6.0,0.0,7.2,,,,2.7,7.8,1000.8,70,1019.8,
2017-03-28,9.8,17.0,2.7,,11.2,,,,1.8,6.4,1004.4,57,1023.3,
2017-03-29,10.2,14.7,6.3,4.5,0.0,,,,1.3,8.7,1004.8,71,1023.7,
2017-03-30,14.9,22.3,9.4,2.5,7.6,,,,1.6,13.2,1000.4,80,1018.9,
2017-03-31,11.2,12.3,9.7,35.5,0.0,,,,2.3,12.5,993.8,94,1012.4,
2017-04-01,11.9,18.6,8.4,0.0,5.7,,,,1.4,10.6,993.2,78,1011.8,
2017-04-02,10.2,16.3,5.3,,9.4,,,,2.8,6.8,997.3,58,1016.1,
2017-04-03,11.0,20.5,1.8,,12.1,,,,1.6,7.2,1003.6,59,1022.4,
2017-04-04,13.4,23.5,3.6,,11.9,,,,1.8,8.2,1006.8,59,1025.5,
2017-04-05,14.9,21.1,8.9,0.0,0.3,,,,1.8,11.8,1005.8,70,1024.4,
2017-04-06,16.9,18.9,14.2,7.5,0.0,,,,2.5,16.4,1000.6,85,1018.9,
2017-04-07,18.7,19.7,17.2,45.5,0.0,,,,3.2,20.5,995.9,95,1014.0,
2017-04-08,19.2,21.5,17.0,37.5,0.1,,,,2.8,20.5,993.3,92,1011.3,
2017-04-09,19.1,23.4,17.1,0.0,2.4,,,,1.9,17.6,992.4,80,1010.5,
2017-04-10,15.2,17.7,13.6,39.5,0.0,,,,5.0,16.3,990.4,94,1008.7,
2017-04-11,16.6,22.2,12.0,2.0,1.8,,,,3.0,16.4,983.3,86,1001.4,
2017-04-12,15.4,23.3,8.9,,10.7,,,,1.7,10.8,992.3,65,1010.6,
2017-04-13,14.8,22.5,6.5,,11.6,,,,2.1,7.3,1000.3,50,1018.8,
2017-04-14,15.2,23.9,6.0,,11.7,,,,2.4,9.6,1000.9,60,1019.4,
2017-04-15,19.5,27.0,12.3,0.0,9.1,,,,2.2,15.4,999.3,69,1017.4,
2017-04-16,19.3,22.5,17.3,12.5,0.7,,,,1.8,19.8,998.2,89,1016.4,
2017-04-17,19.6,21.9,16.9,34.0,0.0,,,,3.4,20.9,988.7,92,1006.6,
2017-04-18,18.8,23.1,15.8,0.0,9.2,,,,3.1,15.4,984.6,72,1002.5,
2017-04-19,17.7,23.6,12.8,0.0,12.2,,,,2.8,9.6,991.2,49,1009.3,
2017-04-20,13.0,15.3,12.0,20.5,0.0,,,,1.7,12.8,994.7,86,1013.3,
2017-04-21,16.4,21.1,12.0,0.0,0.7,,,,1.7,16.0,989.9,86,1008.1,
2017-04-22,16.1,22.0,11.1,0.0,3.5,,,,1.5,13.6,991.0,75,1009.2,
2017-04-23,15.1,23.5,8.2,,9.3,,,,1.6,11.0,998.2,68,1016.6,
2017-04-24,16.2,23.6,9.2,0.0,9.4,,,,2.2,11.1,1003.4,65,1021.9,
2017-04-25,17.7,23.7,12.0,0.0,3.0,,,,1.8,14.8,1003.3,74,1021.7,
2017-04-26,16.0,18.5,13.9,19.5,0.0,,,,2.0,16.8,995.6,92,1013.9,
2017-04-27,16.3,20.9,13.0,,2.9,,,,1.4,13.5,991.1,74,1009.3,
2017-04-28,15.6,22.9,8.7,,12.5,,,,1.7,9.0,992.2,56,1010.5,
2017-04-29,17.5,24.4,10.1,,11.5,,,,2.4,13.2,992.7,68,1010.8,
2017-04-30,19.2,26.9,12.0,,12.3,,,,2.3,14.2,996.1,67,1014.2,
2017-05-01,19.6,26.3,13.9,,11.7,,,,2.3,14.2,998.4,65,1016.5,
2017-05-02,18.6,24.1,12.7,,6.1,,,,3.0,15.9,1002.4,75,1020.7,
2017-05-03,18.5,21.8,16.1,0.0,0.6,,,,3.0,16.4,1003.3,78,1021.6,
2017-05-04,18.6,22.3,16.0,0.0,0.0,,,,2.6,18.4,999.0,86,1017.3,
2017-05-05,19.7,23.7,17.4,0.5,0.2,,,,1.6,20.1,998.0,88,1016.1,
2017-05-06,21.0,25.8,17.1,0.5,4.2,,,,1.9,20.1,995.9,82,1013.9,
2017-05-07,19.4,26.0,14.2,,7.1,,,,1.3,11.9,997.4,57,1015.5,
2017-05-08,20.6,29.1,10.4,0.0,10.3,,,,1.6,9.2,997.0,42,1015.0,
2017-05-09,17.1,20.3,15.3,36.0,0.0,,,,1.8,16.4,994.7,85,1013.0,
2017-05-10,17.6,20.6,14.9,0.0,0.9,,,,2.4,16.0,995.1,80,1013.3,
2017-05-11,21.1,28.5,12.9,,12.0,,,,2.5,15.1,998.6,64,1016.7,
2017-05-12,20.5,26.9,15.9,95.0,1.7,,,,2.4,20.0,993.5,84,1011.5,
2017-05-13,21.8,25.8,18.0,42.5,2.6,,,,2.0,22.0,988.0,85,1005.8,
2017-05-14,21.3,28.7,16.1,,9.9,,,,2.1,16.0,992.5,65,1010.4,
2017-05-15,19.7,27.5,12.8,,9.1,,,,1.9,10.4,993.9,50,1012.0,
2017-05-16,16.4,19.3,13.9,,0.0,,,,1.1,12.5,992.6,68,1010.9,
2017-05-17,17.9,24.6,11.7,,5.9,,,,1.5,13.7,992.0,69,1010.1,
2017-05-18,19.1,26.9,11.7,,12.4,,,,1.8,13.6,996.9,65,1015.1,
2017-05-19,20.4,27.9,12.9,,11.6,,,,1.9,14.8,999.1,65,1017.2,
2017-05-20,20.6,28.9,13.5,,11.9,,,,1.9,14.9,998.7,64,1016.8,
2017-05-21,20.2,27.2,13.5,,8.7,,,,2.0,14.9,998.1,66,1016.2,
2017-05-22,20.5,26.8,14.2,0.0,6.0,,,,1.9,17.3,996.6,73,1014.6,
2017-05-23,21.5,26.9,15.9,,4.3,,,,1.7,18.6,993.7,74,1011.6,
2017-05-24,20.8,24.9,18.6,3.5,0.6,,,,1.4,21.3,990.1,87,1008.0,
2017-05-25,21.3,25.3,18.7,2.0,0.5,,,,1.5,21.8,987.4,87,1005.2,
2017-05-26,21.1,27.9,15.1,,11.8,,,,2.1,14.0,987.8,59,1005.7,
2017-05-27,18.9,27.0,11.2,,12.7,,,,1.8,13.4,993.6,64,1011.7,
2017-05-28,20.2,28.1,13.4,,10.7,,,,2.0,15.3,996.3,68,1014.4,
2017-05-29,23.2,32.2,15.1,,12.6,,,,1.7,15.6,995.2,59,1013.0,
2017-05-30,24.1,33.0,16.8,,11.6,,,,1.9,17.0,993.1,60,1010.9,
2017-05-31,21.6,25.0,18.8,0.5,1.0,,,,1.4,19.8,988.2,77,1006.0,
