calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,solar_radiation,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure,cloud_cover
2016-12-18,10.6,14.8,7.7,0.0,8.1,,,,3.5,,,,,
2016-12-19,11.7,16.4,6.6,0.0,7.1,,,,2.6,,,,,
2016-12-20,11.8,16.7,8.6,0.0,1.2,,,,1.7,,,,,
2016-12-21,11.5,15.6,5.8,0.0,7.1,,,,2.1,,,,,
2016-12-22,17.0,23.5,11.1,21.5,1.5,,,,5.2,,,,,
2016-12-23,8.2,11.3,5.4,12.5,1.3,,,,6.2,,,,,
2016-12-24,6.5,8.2,5.2,18.0,0.4,,,,2.2,,,,,
2016-12-25,7.1,11.2,3.0,0.0,7.8,,,,2.3,,,,,
2016-12-26,9.2,12.1,4.8,14.0,0.0,,,,1.5,,,,,
2016-12-27,8.5,12.5,4.5,51.0,0.0,,,,4.8,,,,,
2016-12-28,4.2,5.9,2.2,0.5,0.2,,,,3.9,,,,,
2016-12-29,5.0,7.2,2.1,7.5,0.5,,,,5.0,,,,,
2016-12-30,5.8,9.2,3.0,5.0,2.2,,,,3.5,,,,,
2016-12-31,8.1,11.6,4.7,0.0,6.7,,,,4.0,,,,,
2017-01-01,8.6,12.8,5.3,0.0,7.8,,,,3.4,,,,,
2017-01-02,9.3,13.7,3.3,0.5,2.5,,,,3.9,,,,,
2017-01-03,10.0,12.2,7.5,0.5,1.3,,,,4.1,,,,,
2017-01-04,10.3,12.6,8.4,0.0,2.2,,,,4.7,,,,,
2017-01-05,7.3,8.9,6.2,0.0,0.7,,,,3.8,,,,,
2017-01-06,6.6,9.6,2.0,0.0,2.4,,,,2.6,,,,,
2017-01-07,6.2,9.7,0.9,0.0,5.9,,,,2.2,,,,,
2017-01-08,7.7,8.5,6.4,3.0,0.0,,,,2.3,,,,,
2017-01-09,8.7,11.7,7.4,11.5,0.9,,,,4.6,,,,,
2017-01-10,8.3,11.8,4.1,1.0,5.9,,,,5.7,,,,,
2017-01-11,5.3,7.6,3.5,0.5,0.3,,,,6.2,,,,,
2017-01-12,5.9,8.8,3.1,0.5,3.3,,,,5.8,,,,,
2017-01-13,3.8,7.4,0.7,9.0,0.8,,,,6.3,,,,,
2017-01-14,1.6,5.3,-2.0,7.5,0.3,,,,10.8,,,,,
2017-01-15,3.1,5.8,0.7,2.5,1.6,,,,8.3,,,,,
2017-01-16,4.3,6.7,0.9,6.5,3.4,,,,6.8,,,,,
2017-01-17,5.2,7.8,1.3,3.5,2.9,,,,3.1,,,,,
2017-01-18,5.5,11.6,0.2,0.0,3.6,,,,2.9,,,,,
2017-01-19,5.7,8.2,0.8,1.0,2.4,,,,2.1,,,,,
2017-01-20,4.9,7.3,1.3,8.5,1.1,,,,6.8,,,,,
2017-01-21,4.5,6.6,1.6,0.0,1.4,,,,4.4,,,,,
2017-01-22,2.8,6.3,-0.1,10.5,0.3,,,,5.9,,,,,
2017-01-23,1.0,3.0,-0.7,38.0,0.0,,,,5.2,,,,,
2017-01-24,1.7,3.6,-0.6,34.5,0.4,,,,4.6,,,,,
2017-01-25,2.5,6.0,0.2,1.0,6.2,,,,2.1,,,,,
2017-01-26,3.3,8.2,-0.8,0.0,9.8,,,,2.1,,,,,
2017-01-27,6.3,9.6,0.7,3.5,0.5,,,,5.1,,,,,
2017-01-28,4.2,9.0,0.6,0.0,9.6,,,,2.2,,,,,
2017-01-29,5.0,9.9,0.4,11.5,0.7,,,,1.6,,,,,
2017-01-30,7.2,11.8,3.7,23.5,1.6,,,,5.5,,,,,
2017-01-31,2.8,4.8,-0.8,0.0,0.0,,,,2.8,,,,,
2017-02-01,4.9,9.1,-0.6,1.0,1.1,,,,5.4,,,,,
2017-02-02,6.1,9.0,2.1,2.5,3.2,,,,5.2,,,,,
2017-02-03,8.3,11.1,5.1,0.0,3.4,,,,3.9,,,,,
2017-02-04,7.2,12.3,2.7,0.0,9.9,,,,2.4,,,,,
2017-02-05,8.1,11.0,4.3,17.0,0.0,,,,2.3,,,,,
2017-02-06,5.3,7.7,2.1,53.0,0.0,,,,6.4,,,,,
2017-02-07,5.2,6.5,4.4,0.0,1.6,,,,4.4,,,,,
2017-02-08,4.7,8.0,1.0,0.0,5.6,,,,1.7,,,,,
2017-02-09,4.2,6.5,1.3,10.5,0.7,,,,4.5,,,,,
2017-02-10,0.9,3.8,-1.3,40.0,1.8,,,,5.5,,,,,
2017-02-11,0.5,3.0,-1.0,34.5,0.0,,,,6.1,,,,,
2017-02-12,1.5,3.6,-0.4,12.0,5.1,,,,3.9,,,,,
2017-02-13,2.4,6.8,0.5,11.5,2.4,,,,1.9,,,,,
2017-02-14,4.2,5.7,1.7,4.0,1.9,,,,4.6,,,,,
2017-02-15,4.8,8.5,2.0,0.0,6.0,,,,2.3,,,,,
2017-02-16,8.8,14.6,4.4,0.0,8.1,,,,2.9,,,,,
2017-02-17,10.8,14.9,5.9,8.5,0.0,,,,5.3,,,,,
2017-02-18,5.9,10.8,0.5,13.0,2.2,,,,3.7,,,,,
2017-02-19,5.6,10.0,1.4,1.5,8.0,,,,3.1,,,,,
2017-02-20,9.0,14.8,3.9,28.0,0.7,,,,8.0,,,,,
2017-02-21,4.1,6.2,0.4,0.0,1.0,,,,4.8,,,,,
2017-02-22,6.8,19.0,-1.7,4.5,2.3,,,,2.5,,,,,
2017-02-23,9.0,16.6,5.3,12.0,0.0,,,,6.0,,,,,
2017-02-24,5.3,7.9,2.9,1.5,7.0,,,,3.4,,,,,
2017-02-25,5.0,9.0,1.2,1.0,4.6,,,,3.4,,,,,
2017-02-26,6.4,10.9,2.0,0.0,2.8,,,,3.7,,,,,
2017-02-27,6.0,8.7,3.5,0.0,5.1,,,,3.2,,,,,
2017-02-28,4.4,9.2,0.3,0.0,5.4,,,,1.7,,,,,
2017-03-01,5.1,10.9,-0.4,0.0,4.3,,,,1.7,,,,,
2017-03-02,7.6,13.0,1.6,6.5,2.2,,,,4.5,,,,,
2017-03-03,6.6,9.2,2.3,0.0,4.2,,,,3.3,,,,,
2017-03-04,8.1,13.7,1.8,0.0,9.4,,,,2.7,,,,,
2017-03-05,8.2,12.9,3.2,0.0,5.1,,,,1.8,,,,,
2017-03-06,8.4,12.8,3.3,4.0,0.1,,,,4.9,,,,,
2017-03-07,2.7,6.7,0.8,18.0,1.8,,,,5.2,,,,,
2017-03-08,3.2,7.4,0.7,0.5,5.2,,,,4.7,,,,,
2017-03-09,5.5,8.7,1.9,0.0,3.9,,,,5.2,,,,,
2017-03-10,7.7,10.7,3.1,1.0,3.5,,,,5.8,,,,,
2017-03-11,6.4,11.3,2.2,0.0,10.0,,,,2.2,,,,,
2017-03-12,6.9,12.0,1.3,0.0,10.2,,,,2.2,,,,,
2017-03-13,9.3,14.9,4.0,0.0,3.0,,,,3.1,,,,,
2017-03-14,8.1,10.1,4.8,0.5,2.4,,,,4.9,,,,,
2017-03-15,6.4,8.1,3.9,16.5,0.3,,,,7.5,,,,,
2017-03-16,7.1,9.9,2.9,0.5,4.6,,,,2.4,,,,,
2017-03-17,6.1,11.5,1.4,0.0,11.3,,,,2.2,,,,,
2017-03-18,7.0,12.2,1.8,0.0,4.7,,,,2.4,,,,,
2017-03-19,10.1,15.3,3.7,0.0,10.6,,,,2.3,,,,,
2017-03-20,10.1,14.4,5.3,2.0,6.5,,,,2.4,,,,,
2017-03-21,8.2,10.3,6.8,14.5,0.0,,,,3.9,,,,,
2017-03-22,8.6,11.8,5.3,0.0,9.2,,,,3.2,,,,,
2017-03-23,9.3,12.9,4.8,0.0,4.4,,,,2.4,,,,,
2017-03-24,7.5,10.3,3.0,0.0,8.7,,,,2.7,,,,,
2017-03-25,7.0,10.7,3.1,0.0,8.3,,,,2.4,,,,,
2017-03-26,7.1,12.3,1.5,1.5,6.1,,,,2.4,,,,,
2017-03-27,8.0,11.5,4.9,1.5,6.0,,,,2.0,,,,,
2017-03-28,7.5,12.0,4.0,1.5,7.4,,,,3.7,,,,,
2017-03-29,9.6,14.8,4.5,0.0,7.7,,,,2.6,,,,,
2017-03-30,11.8,15.9,7.3,0.0,7.5,,,,2.4,,,,,
2017-03-31,7.6,10.8,5.7,10.0,0.0,,,,2.7,,,,,
2017-04-01,9.1,11.7,6.4,0.0,7.5,,,,3.1,,,,,
2017-04-02,8.1,11.8,3.6,0.0,11.1,,,,2.8,,,,,
2017-04-03,11.2,17.3,1.4,0.0,11.8,,,,3.9,,,,,
2017-04-04,11.3,16.3,6.1,0.0,11.3,,,,1.8,,,,,
2017-04-05,14.4,18.9,6.3,0.0,1.7,,,,1.9,,,,,
2017-04-06,17.8,20.6,14.5,0.5,0.0,,,,3.4,,,,,
2017-04-07,15.9,20.1,13.8,4.5,0.0,,,,1.6,,,,,
2017-04-08,14.4,16.6,13.4,1.5,0.4,,,,1.2,,,,,
2017-04-09,12.4,14.1,10.6,3.0,0.0,,,,2.7,,,,,
2017-04-10,11.3,15.2,8.2,0.0,4.2,,,,3.2,,,,,
2017-04-11,12.7,14.4,11.2,21.0,0.0,,,,2.8,,,,,
2017-04-12,10.4,13.5,4.7,0.0,6.7,,,,3.1,,,,,
2017-04-13,11.4,15.5,3.8,0.0,12.0,,,,3.2,,,,,
2017-04-14,17.3,22.1,12.1,0.0,11.7,,,,4.3,,,,,
2017-04-15,17.9,22.3,13.3,1.0,8.8,,,,5.5,,,,,
2017-04-16,17.7,21.0,12.9,0.0,8.5,,,,2.8,,,,,
2017-04-17,17.0,22.3,12.1,37.0,0.0,,,,2.6,,,,,
2017-04-18,14.6,19.1,11.7,0.5,7.5,,,,3.9,,,,,
2017-04-19,13.5,19.3,8.2,2.5,11.7,,,,5.7,,,,,
2017-04-20,13.2,17.2,6.7,0.0,3.2,,,,2.2,,,,,
2017-04-21,14.6,18.3,10.4,0.0,8.0,,,,2.4,,,,,
2017-04-22,11.8,14.8,7.0,0.0,11.6,,,,2.4,,,,,
2017-04-23,10.8,15.9,4.9,0.0,12.7,,,,2.8,,,,,
2017-04-24,13.3,20.7,5.2,0.0,12.8,,,,2.1,,,,,
2017-04-25,16.9,25.4,10.6,1.5,4.4,,,,2.5,,,,,
2017-04-26,13.9,17.4,12.4,16.5,0.0,,,,2.1,,,,,
2017-04-27,12.8,16.1,8.0,0.0,10.0,,,,2.0,,,,,
2017-04-28,15.1,20.7,7.5,0.0,12.5,,,,3.2,,,,,
2017-04-29,16.3,19.6,10.3,0.0,12.1,,,,5.5,,,,,
2017-04-30,22.5,28.5,10.2,0.0,12.2,,,,5.4,,,,,
2017-05-01,16.5,23.2,10.0,0.0,5.1,,,,3.2,,,,,
2017-05-02,13.4,18.0,5.8,0.0,12.0,,,,2.8,,,,,
2017-05-03,16.3,24.2,9.8,0.0,8.9,,,,1.9,,,,,
2017-05-04,18.3,24.7,11.6,0.0,12.4,,,,2.5,,,,,
2017-05-05,19.9,24.7,16.3,0.0,7.0,,,,1.5,,,,,
2017-05-06,17.4,19.4,13.9,6.5,3.2,,,,2.0,,,,,
2017-05-07,19.8,24.8,15.5,0.0,12.0,,,,4.5,,,,,
2017-05-08,19.7,23.0,15.8,0.0,10.8,,,,4.0,,,,,
2017-05-09,16.8,20.9,14.1,7.0,0.0,,,,2.2,,,,,
2017-05-10,18.2,22.8,15.7,0.0,1.2,,,,3.2,,,,,
2017-05-11,19.8,23.6,16.8,0.0,5.8,,,,3.6,,,,,
2017-05-12,21.6,25.5,17.1,1.0,1.0,,,,2.2,,,,,
2017-05-13,16.2,18.9,13.5,3.5,1.5,,,,2.9,,,,,
2017-05-14,19.0,22.6,13.5,0.0,10.8,,,,2.6,,,,,
2017-05-15,17.5,20.9,13.4,0.0,3.5,,,,3.6,,,,,
2017-05-16,16.1,19.9,11.6,0.0,7.6,,,,2.3,,,,,
2017-05-17,15.2,17.6,10.6,0.5,1.8,,,,1.6,,,,,
2017-05-18,15.1,20.5,9.0,0.0,13.7,,,,2.2,,,,,
2017-05-19,18.1,24.7,10.1,0.0,13.3,,,,1.7,,,,,
2017-05-20,19.8,25.9,14.3,0.0,12.5,,,,2.0,,,,,
2017-05-21,19.6,25.4,14.8,0.0,11.0,,,,1.9,,,,,
2017-05-22,19.4,24.4,14.5,0.0,12.9,,,,2.0,,,,,
2017-05-23,19.7,24.1,13.8,0.0,7.5,,,,1.6,,,,,
2017-05-24,19.7,22.8,17.9,0.5,0.0,,,,1.1,,,,,
2017-05-25,20.2,23.5,17.5,0.0,8.0,,,,1.6,,,,,
2017-05-26,17.2,20.0,13.2,0.0,1.0,,,,4.5,,,,,
2017-05-27,16.6,20.2,12.8,0.0,5.9,,,,4.2,,,,,
2017-05-28,17.7,22.7,11.8,0.0,13.3,,,,2.0,,,,,
2017-05-29,20.6,26.8,14.5,0.0,12.8,,,,2.6,,,,,
2017-05-30,21.1,24.9,16.2,0.0,7.8,,,,1.6,,,,,
2017-05-31,20.9,24.2,17.0,6.0,0.9,,,,1.6,,,,,
